,Unnamed: 0,level_0,index,ID,Brightness,Colorfulness,Entropy,UniqueColors,Keypoints,Color1R,Color1G,Color1B,Color2R,Color2G,Color2B,Image URL,Title,Author,Sales Rank,Date,Review Score
5379,5379,5379,6032,0688143881,0.78830206,136.43684191524235,5.9963837,52203,0.015318407960199003,253,238,33,249,244,228,http://ecx.images-amazon.com/images/I/51Je8dExDXL.jpg,"Julius, the Baby of the World",Kevin Henkes,23958.0,"September 21, 1995",4.15
3604,3604,3604,4037,1423168461,0.54726464,57.64937861223687,7.474794,142401,0.02911066398390342,190,163,116,151,174,210,http://ecx.images-amazon.com/images/I/61UeYjc%2ByiL.jpg,Sofia the First Read-Along Storybook and CD Once Upon a Princess,Disney Book Group,553820.0,"July 23, 2013",4.8
1317,1317,1317,1464,0064409651,0.39328265,57.091501501132534,7.583158999999998,64537,0.014824281150159744,49,25,18,236,236,202,http://ecx.images-amazon.com/images/I/518%2BnbvUPPL.jpg,When the Circus Came to Town,Laurence Yep,1930979.0,"February 3, 2004",4.43
8201,8201,8201,9186,0545504929,0.4729451,76.477950310899,7.235118400000001,62676,0.029721893491124262,16,10,6,124,94,61,http://ecx.images-amazon.com/images/I/61BF74w84wL.jpg,Captain Underpants and the Sensational Saga of Sir Stinks-A-Lot (Captain Underpants #12),Dav Pilkey,2003.0,"August 25, 2015",4.53
9330,9330,9330,10457,0789309629,0.56194067,77.14979534450447,7.506547999999999,64421,0.021894444444444446,214,132,102,135,88,58,http://ecx.images-amazon.com/images/I/51Em%2Bvzt9QL.jpg,This is San Francisco [A Children's Classic],Miroslav Sasek,47555.0,"May 30, 2003",4.58
4489,4489,4489,5040,0753471728,0.6878901999999999,77.52383080007854,7.0965004,93982,0.01773547094188377,246,243,235,120,180,117,http://ecx.images-amazon.com/images/I/6148tOyWAKL.jpg,Basher History: Mythology: Oh My! Gods and Goddesses,Simon Basher,48067.0,"July 15, 2014",4.94
5978,5978,5978,6701,0778703606,0.6719088000000001,95.71209869536028,7.306226700000002,75802,0.00922247191011236,232,155,73,225,233,242,http://ecx.images-amazon.com/images/I/51E4Q5329RL.jpg,Field Events in Action (Sports in Action),Bobbie Kalman,10176984.0,"October 31, 2004",0.0
6916,6916,6916,7748,0439833787,0.59512675,93.43476606059069,7.481405,78074,0.019465465465465463,87,191,229,58,84,143,http://ecx.images-amazon.com/images/I/51WAj3E2YBL.jpg,"Scholastic Science Supergiants: Can You Fly High, Wright Brothers?",Melvin Berger,582940.0,"October 1, 2007",3.5
3127,3127,3127,3491,1937616010,0.746938,76.51368605556348,6.000497,59066,0.01683505154639175,245,238,117,244,234,172,http://ecx.images-amazon.com/images/I/51zgyStwPyL.jpg,Let's Visit Paris!: Adventures of Bella & Harry,Lisa Manzione,1097640.0,"November 1, 2011",4.66
3747,3747,3747,4198,0807589713,0.5967786999999999,87.51171780736424,7.0795759999999985,81578,0.013102040816326531,233,229,211,40,30,147,http://ecx.images-amazon.com/images/I/51GqGAfwU-L.jpg,What Am I? Passover (What Am I? (Albert Whitman)),Anne Margaret Lewis,2872443.0,"January 1, 2012",4.0
9084,9084,9084,10187,0812035666,0.76947564,78.72070658380011,6.4354424,72475,0.00933815224757172,252,244,240,233,119,152,http://ecx.images-amazon.com/images/I/51SRGZAG8NL.jpg,Taste (Five Senses Series),Maria Rius,152252.0,"April 30, 1985",4.88
8444,8444,8444,9455,1477766707,0.6921641,43.62912353191613,7.266655,65510,0.015512820512820512,242,233,224,193,161,139,http://ecx.images-amazon.com/images/I/51AttZ1XDHL.jpg,High-Tech DIY Projects With 3D Printing (Maker Kids),Maggie Murphy,1011592.0,"August 1, 2014",3.0
3504,3504,3504,3921,0375832939,0.06866938,36.61941395178693,2.6180117000000003,13556,0.006740963855421687,6,11,7,7,6,3,http://ecx.images-amazon.com/images/I/41W9CKa1XOL.jpg,"Vendetta (The Runestone Saga, Book 2)",Chris Humphreys,3657748.0,"August 14, 2007",0.0
1433,1433,1433,1588,1937161277,0.7274170999999999,45.09599748811464,7.144007000000001,42082,0.016253886010362695,154,183,134,234,243,229,http://ecx.images-amazon.com/images/I/51ZpD8Rwv5L.jpg,Beginning Visual Basic Express For High School Students - 2010 Edition,Philip Conrod,6392963.0,"October 25, 2010",5.0
6392,6392,6392,7159,1591975883,0.5409501,81.78476591580356,6.172346,60818,0.012885780885780886,106,189,249,165,227,252,http://ecx.images-amazon.com/images/I/51N3SED1CSL.jpg,Independence Day (Holidays Set II),Julie Murray,19689619.0,"January 11, 2005",0.0
7460,7460,7460,8375,1569319316,0.6264223000000001,91.20227403329984,6.920057300000002,72413,0.028842769384027894,253,246,242,99,171,223,http://ecx.images-amazon.com/images/I/51YFCJ56F7L.jpg,"Dragon Ball Z, Vol. 2",Akira Toriyama,359915.0,March 2003,4.68
8894,8894,8894,9971,0486478181,0.8138358,49.3417706670467,4.7311373,19830,0.01917032967032967,252,251,250,45,44,44,http://ecx.images-amazon.com/images/I/51jInpacxVL.jpg,What to Doodle? At the Zoo (Dover Doodle Books),Jillian Phillips,242099.0,"October 18, 2010",3.92
10946,10946,10947,12271,1491062142,0.5624011999999999,81.01685178035126,6.756153,13359,0.008773162939297124,233,233,233,17,17,17,http://ecx.images-amazon.com/images/I/41gjYu5VXoL.jpg,Elvis Presley for Kids: A Biography of Elvis Presley Just for Kids!,Sam Rogers,632844.0,"July 21, 2013",3.7
8074,8074,8074,9052,1577650018,0.3793691,30.42616943468337,5.283174,7606,0.0192,33,36,33,254,254,254,http://ecx.images-amazon.com/images/I/21%2BLPxbMVYL.jpg,Dirt Bikes (Ultimate Motorcycle Series),Lori K. Pupeza,2426774.0,"June 1, 1999",0.0
10010,10010,10011,11210,0486440532,0.46172234,25.794463243331162,7.479766400000001,60857,0.04978481012658228,105,86,79,178,157,143,http://ecx.images-amazon.com/images/I/51pjMj3CJGL.jpg,Tales of the Norse Warrior Gods: The Heroes of Asgard,Annie Keary,3074118.0,"September 1, 2005",3.0
5726,5726,5726,6421,0152892818,0.6639901,46.29197949818328,7.170767999999999,61438,0.038055813953488365,249,237,205,123,94,76,http://ecx.images-amazon.com/images/I/51HzUP0LTQL.jpg,Tom Thumb,Richard Jesse Watson,564985.0,"August 27, 1993",4.3
8125,8125,8125,9106,0618959793,0.7250949000000001,61.96439215695512,6.833938000000002,65817,0.03557664233576642,252,252,248,199,229,246,http://ecx.images-amazon.com/images/I/517ZF2a8a5L.jpg,The Caboose Who Got Loose (Book and CD),Bill Peet,8153.0,"March 18, 2008",4.69
11623,11623,11624,13039,0152063951,0.43852288,71.22549516139115,7.3488134999999986,134751,0.015887775551102202,76,103,123,191,173,81,http://ecx.images-amazon.com/images/I/51EECTGoGgL.jpg,The Earth and I,Frank Asch,156115.0,"March 1, 2008",4.2
6471,6471,6471,7253,0807536539,0.70146203,81.92598520026749,6.831060400000001,67771,0.01380352644836272,187,190,49,226,223,197,http://ecx.images-amazon.com/images/I/51vLgBYVjlL.jpg,Isabel's Car Wash,Sheila Bair,817667.0,"September 1, 2011",4.72
1791,1791,1791,1993,0448489376,0.4328467,52.002338226978225,7.688607000000001,69471,0.03454022988505747,137,185,190,34,26,20,http://ecx.images-amazon.com/images/I/51E0JjdojtL.jpg,Who Is Malala Yousafzai? (Who Was...?),Dinah Brown,13730.0,"August 11, 2015",4.68
3241,3241,3241,3629,0440406943,0.6833467,134.97358071715988,7.429307,90497,0.0415524861878453,246,219,26,218,170,14,http://ecx.images-amazon.com/images/I/61yFx6feGcL.jpg,D'Aulaires' Book of Greek Myths,Ingri d'Aulaire,2834.0,"March 1, 1992",4.75
9421,9421,9421,10556,1423122305,0.53579,94.32587614673052,7.481256,109944,0.012953722334004023,44,121,75,93,184,216,http://ecx.images-amazon.com/images/I/51D6OsTGDzL.jpg,Mickey Mouse Clubhouse Choo Choo Express,Disney Book Group,6642.0,"September 1, 2009",4.57
4052,4052,4052,4535,1596430079,0.80504024,66.99125048539143,5.7771635,12883,0.0358,252,247,233,149,89,45,http://ecx.images-amazon.com/images/I/21lX0Do1h-L.jpg,What If You Met A Pirate?,Jan Adkins,2723452.0,"October 1, 2004",4.56
6701,6701,6701,7511,1926516044,0.50693244,79.26920888876585,7.8033447,113523,0.03849221183800623,118,169,214,193,223,240,http://ecx.images-amazon.com/images/I/61VwnzKYrGL.jpg,Disney's Darkwing Duck Treasury Volume 1 TP (Disney Darkwing Duck Omnibus),Aaron Sparrow,1029823.0,"February 17, 2015",4.9
5731,5731,5731,6427,0375869441,0.49685252,61.25919955670206,6.431458,50142,0.013971910112359551,59,132,174,189,174,121,http://ecx.images-amazon.com/images/I/511FsOH85pL.jpg,Bon Appetit! The Delicious Life of Julia Child,Jessie Hartland,325840.0,"May 22, 2012",4.32
4239,4239,4239,4744,0133519228,0.42050904,87.75168276000866,7.5542197,111512,0.028805128205128205,21,98,144,188,143,121,http://ecx.images-amazon.com/images/I/514%2BpJeYm7L.jpg,Creating Meaning Through Literature and the Arts: Arts Integration for Classroom Teachers,Claudia E. Cornett,1364875.0,"March 24, 2014",3.94
1639,1639,1639,1819,0375853421,0.4548082000000001,58.78135820693783,5.9986563,50003,0.04596174863387978,76,164,153,57,118,110,http://ecx.images-amazon.com/images/I/61ARif9LIuL.jpg,What Was I Scared Of?: A Glow-in-the Dark Encounter (Classic Seuss),Dr. Seuss,10347.0,"August 11, 2009",4.58
336,336,336,374,1400322731,0.5299588000000001,70.23782026293817,7.3955035,92183,0.022255,134,90,56,27,101,171,http://ecx.images-amazon.com/images/I/51Fy2271iXL.jpg,The Blessings Jar: A Story About Being Thankful,Colleen Coble,52683.0,"July 16, 2013",4.76
2823,2823,2823,3148,1897349017,0.60858023,97.42394644225023,6.930246,62653,0.011105882352941177,145,187,34,55,110,172,http://ecx.images-amazon.com/images/I/511963rRN8L.jpg,How Soccer Works (How Sports Work),Keltie Thomas,3252262.0,"August 28, 2007",5.0
11889,11889,11890,13334,1589522206,0.5351762,46.53915197382646,7.182539,12883,0.05169270833333333,129,179,140,197,141,126,http://ecx.images-amazon.com/images/I/21Uo441l-%2BL.jpg,Kwanzaa (Holiday Celebrations),Jason Cooper,14022930.0,"April 1, 2002",0.0
885,885,885,985,0692366792,0.2500843,71.13944151991444,6.576262,40228,0.014668571428571428,36,28,20,113,86,58,http://ecx.images-amazon.com/images/I/51RGb%2BnUq3L.jpg,Steve And The Swamp Witch of Endor: The Ultimate Minecraft Comic Book Volume 2,Herobrine Comics,173600.0,"January 9, 2015",4.45
6538,6538,6538,7326,0395070627,0.8144534999999999,104.31451229973015,4.283598400000002,50876,0.01414,252,253,89,61,42,26,http://ecx.images-amazon.com/images/I/51lMOmI-zKL.jpg,Curious George Goes to the Hospital,H. A. Rey,47799.0,"March 15, 1966",4.55
1797,1797,1797,1999,0736864873,0.5120659000000001,51.413017360367895,7.539560000000002,66021,0.032910941475826974,237,234,232,44,101,138,http://ecx.images-amazon.com/images/I/61TmqKXF9iL.jpg,Philo Farnsworth and the Television (Inventions and Discovery),Ellen S. Niz,3377750.0,"September 1, 2006",0.0
2199,2199,2199,2443,0778730247,0.39843702,71.8090881403885,7.5644407,84317,0.020967088607594938,32,39,47,99,91,72,http://ecx.images-amazon.com/images/I/510kleSJnKL.jpg,Monster Trucks (Vehicles on the Move),Lynn Peppas,3514821.0,"April 15, 2012",0.0
6234,6234,6234,6983,031630106X,0.6625628,49.85861869668887,6.4817142,91930,0.02176673866090713,248,245,237,185,158,124,http://ecx.images-amazon.com/images/I/51qzHAqyy2L.jpg,Marvel Cinematic Universe: Phase One Book Boxed Set: Avengers Assembled,Alex Irvine,27095.0,"October 20, 2015",4.4
34,34,34,40,0316406899,0.43329048,73.83768786971709,7.567733299999999,125420,0.04220930232558138,28,87,149,239,208,108,http://ecx.images-amazon.com/images/I/61Mz6Z4aRaL.jpg,The Land of Stories: Beyond the Kingdoms,Chris Colfer,44568.0,"July 7, 2015",4.88
6223,6223,6223,6972,0874416485,0.6835276,27.652275456214298,7.349249,30655,0.021604878048780488,241,227,221,188,159,152,http://ecx.images-amazon.com/images/I/51wgUT2drlL.jpg,Ten Thousand Children: True Stories Told by Children Who Escaped the Holocaust on the Kindertransport,Anne Fox,974051.0,"September 1, 1998",4.78
10169,10169,10170,11397,0061688657,0.3889446,88.56503975860016,7.769614,79032,0.027214285714285715,139,72,46,58,27,17,http://ecx.images-amazon.com/images/I/51DK1BNDnkL.jpg,"Warriors: Ravenpaw's Path, No. 1 - Shattered Peace",Erin Hunter,36591.0,"November 24, 2009",4.68
9711,9711,9711,10872,1429648732,0.45752063,115.53683763866462,7.804086,79400,0.02819701492537313,171,77,23,55,23,7,http://ecx.images-amazon.com/images/I/51aPAOoIDvL.jpg,Basketball: How It Works (The Science of Sports (Sports Illustrated for Kids)),Suzanne Slade,1047751.0,"April 1, 2010",4.15
2706,2706,2706,3014,0823420299,0.71775067,83.60880233564436,6.92915,90551,0.029415053763440863,250,247,165,175,67,39,http://ecx.images-amazon.com/images/I/61NE8WD4Y1L.jpg,The Great Graph Contest,Loreen Leedy,122057.0,"September 1, 2006",4.6
5488,5488,5488,6150,1886947732,0.51628155,118.9136101914442,5.9986267,64368,0.013892420537897307,5,171,230,52,130,98,http://ecx.images-amazon.com/images/I/51lsgJ%2BS4aL.jpg,M Is For Mitten: A Michigan Alphabet (Discover America State by State),Annie Appleford,79561.0,"September 15, 1999",4.88
3281,3281,3281,3672,0689805772,0.54661846,86.76393774887758,7.5000815,96550,0.04678024691358024,251,242,236,231,72,90,http://ecx.images-amazon.com/images/I/61Cdboh1NnL.jpg,What Mommies Do Best/ What Daddies Do Best,Laura Numeroff,194709.0,"April 1, 1998",4.63
7390,7390,7390,8299,0062416324,0.37145546,81.31780530251234,7.754939,100793,0.023321428571428573,49,25,35,24,27,38,http://ecx.images-amazon.com/images/I/51wsklcUAkL.jpg,The Elementia Chronicles #1: Quest for Justice: An Unofficial Minecraft-Fan Adventure,Sean Fay Wolfe,80965.0,"July 28, 2015",4.94
7580,7580,7580,8505,0544555457,0.82758653,59.75783104193549,6.7644350000000015,87982,0.046181086519114685,232,246,241,208,223,132,http://ecx.images-amazon.com/images/I/619ulEKuSGL.jpg,Those Darn Squirrels Fly South,Adam Rubin,10244.0,"September 8, 2015",4.78
4935,4935,4935,5538,1741146372,0.6280514,36.28317425655889,7.638578999999999,86685,0.024255102040816327,191,156,138,235,222,214,http://ecx.images-amazon.com/images/I/51jaCDPIAPL.jpg,Australians All,Nadia Wheatley,5839207.0,"October 1, 2013",4.0
6658,6658,6658,7459,1609589874,0.63201445,64.69695630996961,7.357060400000001,83823,0.03374086378737542,148,193,134,236,228,219,http://ecx.images-amazon.com/images/I/51MLi5yJ0eL.jpg,Maryellen Larkin 3 book set (American Girl: Beforever),Valerie Tripp,32228.0,"August 27, 2015",4.82
9254,9254,9254,10377,0618891986,0.4714927,141.4699601474826,6.2476715999999985,65819,0.00729938900203666,6,135,224,3,156,244,http://ecx.images-amazon.com/images/I/51dAjHy%2BD%2BL.jpg,Curious George Shapes (CGTV Pull Tab Board Book),H. A. Rey,441527.0,"March 12, 2008",3.52
1588,1588,1588,1765,0131901974,0.53175575,64.54043877681967,7.291456,96632,0.024663101604278075,72,131,50,134,171,56,http://ecx.images-amazon.com/images/I/51eiGkmRP3L.jpg,PRENTICE HALL SCIENCE EXPLORER LIFE SCIENCE GUIDED READING AND STUDY    WORKBOOK 2005,PRENTICE HALL,578749.0,"April 1, 2005",4.25
9609,9609,9609,10765,1401223281,0.7902734,88.15528644561796,6.4138813,57164,0.02195757575757576,209,253,244,253,245,238,http://ecx.images-amazon.com/images/I/51KaU8KseAL.jpg,Tiny Titans vol. 2: Adventures in Awesomeness,Art Baltazar,80689.0,"May 26, 2009",4.78
1273,1273,1273,1412,0763665940,0.49166664,57.267288416816214,7.405386,81339,0.031468409586056637,91,99,60,139,152,70,http://ecx.images-amazon.com/images/I/61b3riTYShL.jpg,Welcome to the Neighborwood,Shawn Sheehy,63753.0,"March 10, 2015",4.97
5139,5139,5139,5769,0060732113,0.75189424,69.46561520361112,7.1645045,113600,0.027214912280701758,234,237,206,246,235,116,http://ecx.images-amazon.com/images/I/61E37TXEG4L.jpg,A Box of Treats: Five Little Picture Books about Lilly and Her Friends,Kevin Henkes,54031.0,"October 26, 2004",4.65
6589,6589,6589,7385,0545506719,0.36895794,61.1011903137621,7.6541924,67177,0.02133139534883721,25,44,23,58,115,56,http://ecx.images-amazon.com/images/I/51rDSR0%2BiQL.jpg,Killer Species #1: Menace From the Deep,Michael P. Spradlin,126303.0,"June 25, 2013",4.33
4826,4826,4826,5416,075669812X,0.6655658,68.36329813740106,6.693177,78543,0.0255493670886076,248,246,244,185,164,133,http://ecx.images-amazon.com/images/I/51LWTKxRCTL.jpg,LEGO NINJAGO: Character Encyclopedia,DK Publishing,278311.0,"October 29, 2012",4.75
11341,11341,11342,12719,1426302932,0.37086654,118.78673052521448,6.8470883,56291,0.01187706855791962,34,18,8,254,216,0,http://ecx.images-amazon.com/images/I/51vDjfvtHIL.jpg,"Holidays Around the World: Celebrate Hanukkah: With Light, Latkes, and Dreidels",Deborah Heiligman,125157.0,"October 14, 2008",4.66
883,883,883,983,1584690429,0.33512422,62.509567923962976,7.420564,106114,0.034861907243355916,42,104,160,15,46,39,http://ecx.images-amazon.com/images/I/51PP70PVXML.jpg,From Lava to Life: The Universe Tells Our Earth Story: Book 2 (The Universe Series),Jennifer Morgan,83565.0,"January 1, 2003",4.19
5504,5504,5504,6169,0545663849,0.52454025,61.33179197599965,7.9007783,109704,0.025585585585585584,121,93,71,190,161,108,http://ecx.images-amazon.com/images/I/51c%2BB1gbzRL.jpg,LEGO Ninjago: Techno Strike! (Reader #9),Kate Howard,145868.0,"June 24, 2014",4.75
10018,10018,10019,11219,160320184X,0.428573,146.56752752364667,7.237441499999999,101764,0.0157981220657277,245,27,37,18,110,170,http://ecx.images-amazon.com/images/I/51eXoadQzwL.jpg,TIME For Kids Big Book of How (Time for Kids Magazine),Editors of TIME For Kids Magazine,118688.0,"June 7, 2011",4.77
1910,1910,1910,2126,014242580X,0.36408454,34.709834603199724,7.2870164000000015,76005,0.03417535545023697,46,26,32,233,225,211,http://ecx.images-amazon.com/images/I/51PNIabXUwL.jpg,Lost City: The Discovery of Machu Picchu,Ted Lewin,792389.0,"October 11, 2012",4.13
9826,9826,9826,11004,0802775403,0.49775648,38.49173156606645,6.7707095,49664,0.026224,42,42,39,143,183,169,http://ecx.images-amazon.com/images/I/51vHaNPDdvL.jpg,What's Going on Down There?: Answers to Questions Boys Find Hard to Ask,Karen Gravelle,263051.0,"October 1, 1998",4.08
11699,11699,11700,13119,0671493205,0.82285756,115.02219026442239,5.009158,42003,0.00814663951120163,252,250,90,243,116,93,http://ecx.images-amazon.com/images/I/519MNXBKjuL.jpg,"Blue Hat, Green Hat (Boynton on Board)",Sandra Boynton,2674.0,"October 11, 1984",4.76
2239,2239,2239,2489,0547576951,0.7782003000000001,105.67832142357166,5.737292,62431,0.0235686274509804,250,246,241,3,193,242,http://ecx.images-amazon.com/images/I/51g27evhbKL.jpg,Mr. Putter & Tabby Clear the Decks,Cynthia Rylant,376822.0,"September 13, 2011",4.8
10266,10266,10267,11503,1435886267,0.5925826999999999,58.868751643976545,6.821902799999998,54415,0.013267175572519085,205,167,142,84,61,151,http://ecx.images-amazon.com/images/I/5195oxHHJSL.jpg,I Belong to the Sikh Faith,Katie Dicker,6072434.0,"September 1, 2009",5.0
1439,1439,1439,1594,0316367958,0.5732897,69.03380286826466,7.578764,129750,0.05101986754966888,243,233,215,139,80,51,http://ecx.images-amazon.com/images/I/613a-j3ZSAL.jpg,Saint George and the Dragon,Margaret Hodges,29471.0,"September 4, 1990",4.51
2192,2192,2192,2436,0061137634,0.7120955,124.82446467693457,5.824503,82103,0.02458928571428572,231,177,39,251,247,239,http://ecx.images-amazon.com/images/I/61H2o3Yl-AL.jpg,Mouse Cookies & More: A Treasury (If You Give...),Laura Numeroff,14958.0,"October 6, 2015",4.69
1698,1698,1698,1888,0940880393,0.3857219,64.49633308129023,6.5099344000000015,63467,0.009317307692307692,124,80,67,132,61,68,http://ecx.images-amazon.com/images/I/51SA193W3GL.jpg,Habari Gani?: What's the News? a Kwanzaa Story,Sundaira Morninghouse,3621853.0,"November 1, 1992",0.0
6341,6341,6341,7102,0822500795,0.56752425,43.808603723640545,7.5340686,39669,0.033114503816793886,207,205,221,120,103,62,http://ecx.images-amazon.com/images/I/51PTX4vKLnL.jpg,The Panama Canal (Great Building Feats),Lesley A. DuTemple,3546283.0,"September 1, 2002",5.0
5022,5022,5022,5634,0807534137,0.60527086,51.07582458631683,7.5655675,86321,0.03683139534883721,177,160,139,227,213,195,http://ecx.images-amazon.com/images/I/51VssS%2Bn4CL.jpg,Houseboat Mystery (The Boxcar Children Mysteries #12),Gertrude Chandler Warner,151319.0,"January 1, 1990",4.75
8024,8024,8024,8997,1434242021,0.5545114999999999,77.6369770834609,6.7998699999999985,52488,0.03178223495702006,205,130,87,180,101,57,http://ecx.images-amazon.com/images/I/51rP6XbvHdL.jpg,Rebound Time (Jake Maddox Girl Sports Stories),Jake Maddox,40746.0,"February 1, 2013",4.76
783,783,783,869,1423631706,0.4325316,47.73754769156252,5.6727962,42308,0.010430020283975659,116,60,85,147,159,70,http://ecx.images-amazon.com/images/I/51iDtJuG-yL.jpg,Sense & Sensibility: A BabyLitÂ® Opposites Primer,Jennifer Adams,28147.0,"February 15, 2013",4.51
3580,3580,3580,4008,0753460408,0.25393012,59.33430937888461,6.6689973,43620,0.0107989417989418,45,36,34,148,57,48,http://ecx.images-amazon.com/images/I/51kEcQNugFL.jpg,Racing: The Ultimate Motorsports Encyclopedia,Clive Gifford,932657.0,"October 18, 2006",4.5
5420,5420,5420,6078,0810970686,0.5388554,57.728143590860654,7.1273265,47277,0.014625,58,130,48,235,231,226,http://ecx.images-amazon.com/images/I/51A5tjyD%2B9L.jpg,Diary of a Wimpy Kid: The Last Straw (Book 3),Jeff Kinney,540.0,"January 1, 2009",4.73
11501,11501,11502,12902,1618930435,0.49443755,143.32192559035082,6.6509757,72745,0.012568129330254042,201,34,55,252,209,14,http://ecx.images-amazon.com/images/I/513uniGkGkL.jpg,TIME For Kids Big Book of WHEN: 801 Facts Kids Want to Know,Editors of TIME For Kids Magazine,266254.0,"May 20, 2014",4.78
245,245,245,274,080508990X,0.5121659000000001,125.02418000661795,7.0532330000000005,70103,0.03303932584269663,251,225,22,120,80,63,http://ecx.images-amazon.com/images/I/51HmXFYk-0L.jpg,"Baby Bear, Baby Bear, What Do You See? Board Book (Brown Bear and Friends)",Bill Martin,2315.0,"July 7, 2009",4.78
3024,3024,3024,3379,1909193720,0.7506550000000001,52.87099872453796,6.62178,38705,0.02613418530351437,245,241,236,249,244,247,http://ecx.images-amazon.com/images/I/51PKKxIPAbL.jpg,"Arrivals, Departures and the Adventures In-Between",Christopher O'Shaughnessy,375569.0,"November 28, 2014",4.86
2487,2487,2487,2766,0399160957,0.5223564,62.23108138651114,6.2187653,59203,0.018838046272493573,36,46,42,252,247,244,http://ecx.images-amazon.com/images/I/51e-ShP-j%2BL.jpg,Mr. Wayne's Masterpiece,Patricia Polacco,203580.0,"August 12, 2014",4.96
1048,1048,1048,1168,0794517013,0.58762395,96.4586060087866,6.9144,83750,0.02,248,237,101,157,170,210,http://ecx.images-amazon.com/images/I/61rV6kZvFFL.jpg,Busy Bus (Play Books),Felicity Brooks,5947695.0,"June 1, 2007",5.0
11786,11786,11787,13219,0448480832,0.6210797,35.50435301325757,7.4752740000000015,52437,0.023632183908045976,183,154,138,119,99,88,http://ecx.images-amazon.com/images/I/51lmeFJkmiL.jpg,Who Was Julius Caesar?,Nico Medina,25514.0,"October 30, 2014",4.64
11785,11785,11786,13218,1590186036,0.46082804,49.027683740743704,6.8320539999999985,38908,0.01568,236,221,195,15,15,14,http://ecx.images-amazon.com/images/I/51NHXSTY8RL.jpg,The Cold War (How Did It Happen ?),Paul Harrison,6243685.0,"October 3, 2005",0.0
11953,11953,11954,13409,0316261467,0.8344630999999999,88.75238338473852,4.751859,57648,0.014636792452830191,253,253,243,234,226,86,http://ecx.images-amazon.com/images/I/51y3xQS%2BP3L.jpg,Treasure Hunters Boxed Set,James Patterson,86153.0,"October 13, 2015",4.68
6461,6461,6461,7240,0764346768,0.51632714,129.389924028998,5.6416807,79880,0.023557046979865773,3,176,234,70,186,232,http://ecx.images-amazon.com/images/I/61Eli8oCzbL.jpg,The Future Architect's Handbook,Barbara Beck,6928.0,"September 28, 2014",4.49
2769,2769,2769,3090,0764147927,0.20362768,43.217596816770495,5.886596,52298,0.01838095238095238,20,16,12,112,91,72,http://ecx.images-amazon.com/images/I/51bAnjbDpcL.jpg,How the U.S. Government Works,Syl Sobel  J.D.,110668.0,"February 1, 2012",4.29
10738,10738,10739,12033,0531071669,0.23963486,63.11142909364293,6.872788000000001,54923,0.013909547738693469,31,17,19,51,23,18,http://ecx.images-amazon.com/images/I/519ooypX77L.jpg,Hush! A Thai Lullaby,Minfong Ho,98409.0,"March 1, 2000",4.76
8956,8956,8956,10039,0316238015,0.52783287,105.26378183617821,7.224089999999999,78062,0.024567088607594937,176,90,43,214,92,50,http://ecx.images-amazon.com/images/I/51%2B3SPss3IL.jpg,Dog vs. Cat,Chris Gall,57717.0,"May 20, 2014",4.81
5700,5700,5700,6393,0778751961,0.5750798,39.501268624126546,7.448536,74888,0.02691176470588236,200,213,227,168,160,149,http://ecx.images-amazon.com/images/I/51MqxTB4NUL.jpg,Migration in the 21st Century: How Will Globalization and Climate Change Affect Migration and Settlement? (Investigating Human Migration & Settlement),Paul Challen,2176511.0,"January 1, 2010",0.0
5473,5473,5473,6135,1452110069,0.75941813,64.26831074291196,5.322294,30568,0.010942065491183879,253,161,177,250,241,231,http://ecx.images-amazon.com/images/I/51iY7Y1v58L.jpg,Flora and the Flamingo,Molly Idle,9000.0,"February 5, 2013",4.16
9258,9258,9258,10381,0822529947,0.39258227,18.26200694710099,6.4212976,21388,0.012027100271002707,61,50,46,92,77,68,http://ecx.images-amazon.com/images/I/51q2X4bO50L.jpg,Ancient Machines: From Wedges to Waterwheels (Ancient Technology),Michael Woods,2164150.0,"December 1, 1999",4.5
3184,3184,3184,3562,0316300381,0.5119012,78.92548472561641,7.7936354,125177,0.03566331658291457,239,233,101,147,79,56,http://ecx.images-amazon.com/images/I/6120eZTCjlL.jpg,Knights in Shining Armor,Gail Gibbons,54323.0,April 1998,4.51
2861,2861,2861,3193,1416978321,0.79334027,70.16947312899117,6.66105,26426,0.02903938167096062,227,240,246,117,186,224,http://ecx.images-amazon.com/images/I/418Kr00S57L.jpg,Airplane Flight!: A Lift-the-Flap Adventure,Susanna Leonard Hill,27440.0,"September 8, 2009",4.17
10140,10140,10141,11362,1585360023,0.46166027,85.80914588261176,6.877544,72404,0.027340153452685426,21,111,165,100,171,211,http://ecx.images-amazon.com/images/I/51PUHTmZZJL.jpg,A Wish to Be a Christmas Tree,Colleen Monroe,4206.0,"August 29, 2000",4.8
11182,11182,11183,12538,0062008374,0.431004,63.87809424130437,7.8536754,93342,0.050625,8,46,62,217,237,233,http://ecx.images-amazon.com/images/I/61iIDnXzn9L.jpg,Warriors: SkyClan and the Stranger #2: Beyond the Code (Warriors Manga),Erin Hunter,26688.0,"November 22, 2011",4.86
8288,8288,8288,9280,0195174658,0.7835398,26.28042907384409,6.2254033,40288,0.017104325699745546,242,227,200,181,157,136,http://ecx.images-amazon.com/images/I/51uyzuo9MUL.jpg,The Ancient American World (The World in Ancient Times),William Fash,1309949.0,"September 22, 2005",5.0
